no;kdprov;kdkab;nama_perusahaan;alamat;kdprovkab;lblkab;kawasan_fasih;nama_kawasan;kawasan
5507;52;02;MGPA NUSANTARA JAYA;LOT WG4 KAWASAN EKONOMI KHUSUS MANDALIKA 000/000;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5508;52;02;MUTIARA PUTRI MANDALIKA;LOT MCA2, KEK PARIWISATA MANDALIKA 000/000;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5509;52;02;NORA JELAJAH DUNIA;KEK PARIWISATA MANDALIKA DALAM HAL INI DI LOT WCH-14, EX TEAM OFFICE PADA SEBAGIAN HPL NOMOR 70/DESA KUTA 000/000;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5510;52;02;NUSA INDO TENGGARA;LOT VH1-A KAWASAN EKONOMI KHUSUS MANDALIKA 000/000;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5511;52;02;PENGEMBANGAN PARIWISATA INDONESIA (INDONESIA TOURISM DEVELOPMENT);"KAWASAN PARIWISATA NUSA DUA,
BALI PO.BOX 3, BENOA, KUTA SELATAN, BADUNG
BALI 00/00";5103;[03] BADUNG;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5512;52;02;PT JELAMIN MONA HOTEL (KQ4);KQ4, KAWASAN EKONOMI KHUSUS MANDALIKA KUTA PUJUT, KABUPATEN LOMBOK TENGAH, NTB;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5513;52;02;PT KUTA BARU PARADISE;KGC5, KAWASAN EKONOMI KHUSUS MANDALIKA KUTA, PUJUT, KABUPATEN LOMBOK TENGAH, NTB;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5514;52;02;STAR INDONESIA MOTORSPORT;KEK PARIWISATA MANDALIKA DALAM HAL INI DI LOT WCH-14, EX TEAM OFFICE PADA SEBAGIAN HPL NOMOR 70/DESA KUTA 000/000;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5515;52;02;PT. ISTANA PUTRI MANDALIKA;KAWASAN EKONOMI KHUSUS MANDALIKA KUTA, PUJUT, LOMBOK TENGAH;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5516;52;02;PT SINAR TIGA PILAR;KAWASAN EKONOMI KHUSUS KUTA MANDALIKA, PUJUT, LOMBOK TENGAH;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5517;52;02;PT MAX MOTOR SPORT INDONESIA;KAWASAN EKONOMI KHUSUS MANDALIKA, KUTA, PUJUT, LOMBOK TENGAH, NTB;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5518;52;02;PT OCEAN ADDICT LOMBOK INDONESIA;KAWASAN EKONOMI KHUSUS KUTA MANDALIKA, PUJUT, LOMBOK TENGAH;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5519;52;02;PT BUMI MANDALIKA LOMBOK;KEK MANDALIKA;5202;[02] LOMBOK TENGAH;Kawasan Ekonomi Khusus;Mandalika;Kawasan Ekonomi Khusus
5520;53;03;PT. KAWASAN INDUSTRI BOLOK;JALAN HELONG RAYA DESA BOLOK;5303;[03] KUPANG;Kawasan Industri;Kawasan Industri Bolok;Kawasan Industri
5521;53;03;PT. SENTOSA MAKMUR SEJAHTERA ENERGY (SMSE);KUANHEUM, KEC. KUPANG BARAT, KABUPATEN KUPANG, NUSA TENGGARA TIMUR.;5303;[03] KUPANG;Kawasan Industri;Kawasan Industri Bolok;Kawasan Industri
5522;53;03;PT GULF MANGAN;KAWASAN INDUSTRI BOLOK, JALAN HELONG RAYA KEC. KUPANG BARAT KAB. KUPANG, NTT;5303;[03] KUPANG;Kawasan Industri;Kawasan Industri Bolok;Kawasan Industri
5523;53;03;PT ZIRCON CONCRETE ENGINEERING;JLN. HELONG RAYA BOLOK;5303;[03] KUPANG;Kawasan Industri;Kawasan Industri Bolok;Kawasan Industri
5524;53;03;PT. ECOMEC RESOURCES INDONESIA;JL. HELONG RAYA RT 12 RW 06, KAWASAN INDUSTRI BOLOK, DESA BOLOK. KEC. KUPANG BARAT, KAB. KUPANG, PROV. NTT;5303;[03] KUPANG;Kawasan Industri;Kawasan Industri Bolok;Kawasan Industri
5525;53;03;PT. PLN NUSANTARA POWER SERVICES;JLN.UIHANI NO.1, RT./RW/RW.12/06, BOLOK, KABUPATEN KUPANG, NUSA TENGGARA TIMUR;5303;[03] KUPANG;Kawasan Industri;Kawasan Industri Bolok;Kawasan Industri
5526;61;03;PT. LANDAK BARAJAKI (#206);JL GUSTI AFFANDI RANI, BTN BALI PERMAI NO 14 NGABANG;6103;[03] LANDAK;Kawasan Industri;Kawasan Industri Landak;Kawasan Industri
5527;61;05;PT. WESTERFIELD ALUMINA INDONESIA;DESA KAMPUNG BARU, DESA/KELURAHAN KAMPUNG BARU, KEC. TOBA, KAB. SANGGAU, PROVINSI KALIMANTAN BARAT KODE POS: 78572;6105;[05] SANGGAU;Kawasan Industri;Kawasan Industri Alumina Toba;Kawasan Industri
5528;61;06;ANEKA ALUMINIUM PRODUK;DESA PAGAR MENTIMUN, KEC MATAN HILIR SELATAN, LOKSI SITE KAWASAN INDUSTRI;6106;[06] KETAPANG;Kawasan Industri;Kawasan Industri Ketapang;Kawasan Industri
5529;61;06;KARIMATA ALUMIN INDUSTRI;DESA PAGAR MENTIMUN, KEC MATAN HILIR SELATAN, LOKSI SITE KAWASAN INDUSTRI;6106;[06] KETAPANG;Kawasan Industri;Kawasan Industri Ketapang;Kawasan Industri
5530;61;06;KETAPANG ALUMINIUM BASE;DESA PAGAR MENTIMUN, KECAMATAN MATAN HILIR SELATAN;6106;[06] KETAPANG;Kawasan Industri;Kawasan Industri Ketapang;Kawasan Industri
5531;61;06;BORNEO ALUMINDO PRIMA;DESA PAGAR MENTIMUN, KEC MATAN HILIR SELATAN;6106;[06] KETAPANG;Kawasan Industri;Kawasan Industri Ketapang;Kawasan Industri
5532;61;06;PT KETAPANG BANGUN SARANA (#142);APL TOWER LT 35,JL SUDIRMAN KAV. 28;6106;[06] KETAPANG;Kawasan Industri;Kawasan Industri Ketapang;Kawasan Industri
5533;61;06;BSM NEW MATERIAL;SUNGAI AWAN KANAN, KEC MUARA PAWAN;6106;[06] KETAPANG;Kawasan Industri;Ketapang Ecology and Agriculture Forestery Industrial Park;Kawasan Industri
5534;61;06;KETAPANG INDUSTRIAL PARK;JL KAYU ARE DESA SUNGAI AWAN KANAN;6106;[06] KETAPANG;Kawasan Industri;Ketapang Ecology and Agriculture Forestery Industrial Park;Kawasan Industri
5535;61;06;PT. INDONESIA SHENGEN INDUSTRIAL WOOD;JL. KAYU ARE KOMPLEX INDUSTRI KIP;6106;[06] KETAPANG;Kawasan Industri;Ketapang Ecology and Agriculture Forestery Industrial Park;Kawasan Industri
5536;61;11;PT KALIMANTAN ALUMINA REFINERY;KEPULAUAN KARIMATA, DESA PELAPIS;6111;[11] KAYONG UTARA;Kawasan Industri;Kawasan Industri Pulau Penebang;Kawasan Industri
5537;61;11;PT KAYONG POWER NUSANTARA;KEPULAUAN KARIMATA, DESA PELAPIS;6111;[11] KAYONG UTARA;Kawasan Industri;Kawasan Industri Pulau Penebang;Kawasan Industri
5538;61;11;PT. DHARMA INTI BERSAMA (#241);KEPULAUAN KARIMATA, DESA PELAPIS;6111;[11] KAYONG UTARA;Kawasan Industri;Kawasan Industri Pulau Penebang;Kawasan Industri
5539;61;11;PT. KAYONG ALUMINIUM NUSANTARA;KEPULAUAN KARIMATA, DESA PENEBANG;6111;[11] KAYONG UTARA;Kawasan Industri;Kawasan Industri Pulau Penebang;Kawasan Industri
5540;62;01;KOBAR LAMANDAU MINERAL, PT;JL. CPO KALAF, RT. 18, DESA/KELURAHAN KUMAI HULU, KEC. KUMAI, KAB. KOTAWARINGIN BARAT, PROVINSI KALIMANTAN TENGAH, KODE POS: 74181;6201;[01] KOTAWARINGIN BARAT;Kawasan Industri;Kawasan Industri Kumai Multi Energi;Kawasan Industri
5541;62;01;LENTERA MULTI ENERGI, PT;JL CPO KALAF RT 18, DESA KUMAI HULU, KECAMATAN KUMAI, KAB. KOTAWARINGIN BARAT;6201;[01] KOTAWARINGIN BARAT;Kawasan Industri;Kawasan Industri Kumai Multi Energi;Kawasan Industri
5542;62;01;KAPUAS PRIMA COAL TBK, PT;JL. CPO KALAF, RT. 18, DESA/KELURAHAN KUMAI HULU, KEC. KUMAI, KAB. KOTAWARINGIN BARAT, PROVINSI KALIMANTAN TENGAH, KODE POS: 74181;6201;[01] KOTAWARINGIN BARAT;Kawasan Industri;Kawasan Industri Kumai Multi Energi;Kawasan Industri
5543;62;01;SAWIT SUMBERMAS SARANA TBK (GUDANG STOK), PT;JL PELABUHAN TEMPENEK, DESA KUMAI HULU;6201;[01] KOTAWARINGIN BARAT;Kawasan Industri;Kawasan Industri Surya Borneo;Kawasan Industri
5544;62;01;CITRA BORNEO BIO ENERGY, PT;JL ASDP DESA TEMPENEK KECAMATAN KUMAI;6201;[01] KOTAWARINGIN BARAT;Kawasan Industri;Kawasan Industri Surya Borneo;Kawasan Industri
5545;62;01;CITRA BORNEO GLOBAL FEEDS, PT;JL ASDP TEMPENEK, DESA KUMAI HULU, KECAMATAN KUMAI;;;Kawasan Industri;Kawasan Industri Surya Borneo;Kawasan Industri
5546;63;01;PT. WAHYU PUTRA RAMADHAN (#222);JL A YANI KM 107 JORONG TANAH LAUT KALIMANTAN SELATAN;;;;;Kawasan Industri
5547;63;02;PT. SEBUKU BAJA PERKASA (#213);JALAN PLUIT UTARA RAYA NO.18, PLUIT, PENJARINGAN, JAKARTA UTARA, DKI JAKARTA 14450;;;;;Kawasan Industri
5548;63;10;ANUGERAH BAROKAH CAKRAWALA;DESA BATU AMPAR RT001RW000, KECAMATAN SIMPANG EMPAT, KABUPATEN TANAH BUMBU, KALIMANTAN SELATAN 72213;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5549;63;10;ANUGERAH BAROKAH ENERGI BARU;DESA BATU AMPAR RT001RW000, KECAMATAN SIMPANG EMPAT, KABUPATEN TANAH BUMBU, KALIMANTAN SELATAN 72213;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5550;63;10;DUA SAMUDERA PERKASA;JL. SENOPATI NO. 113 008/003;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5551;63;10;JHONLIN ENERGI KALIMANTAN;JALAN KODECO KM 01 009/000;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5552;63;10;PT JHONLIN GROUP;JLN BATULICIN - SERONGGA;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5553;63;10;PT ANDIFA PERKASA ENERGI;BATU AMPAR, DESA BATU AMPAR, KEC. SIMPANG EMPAT, KABUPATEN TANAH BUMBU;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5554;63;10;PT JHONLIN AGRO RAYA (FRAKSINASI MINYAK GORENG);JL. KODECO KM 1, KELURAHAN GUNUNG ANTASARI, KECAMATAN SIMPANG EMPAT, KABUPATEN TANAH BUMBU,KALIMANTAN SELATAN 72213;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5555;63;10;PT DUA SAMUDERA PERKASA;BATU AMPAR, KEC. SIMPANG EMPAT, KABUPATEN TANAH BUMBU;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5556;63;10;PT JHONLIN AGRO RAYA TBK (BIODIESEL);JL. KODECO KM 1, KELURAHAN GUNUNG ANTASARI, KECAMATAN SIMPANG EMPAT, KABUPATEN TANAH BUMBU,KALIMANTAN SELATAN 72213;6310;[10] TANAH BUMBU;Kawasan Ekonomi Khusus;Setangga;Kawasan Ekonomi Khusus
5557;64;04;MALOY BATUTA TRANS KALIMANTAN;JALAN INTERNASIONAL KAWASAN EKONOMI KHUSUS MALOY BATUTA TRANS KALIMANTAN /;6404;[04] KUTAI TIMUR;Kawasan Ekonomi Khusus;Maloy Batuta Trans Kalimantan;Kawasan Ekonomi Khusus
5558;64;04;PALMA SERASIH INTERNASIONAL;GEDUNG GRAHA ARDA LT. 7 ZONA B JL. HR. RASUNA SAID KAV. B-6, DESAKELURAHAN SETIA BUDI, KEC. SETIABUDI;6404;[04] KUTAI TIMUR;Kawasan Ekonomi Khusus;Maloy Batuta Trans Kalimantan;Kawasan Ekonomi Khusus
5559;64;04;PT BATUTA CHEMICAL INDUSTRIAL PARK (#167);BAKRIE TOWER LT.6, RASUNA EPICENTRUM, JL. HR. RASUNA SAID;6404;[04] KUTAI TIMUR;Kawasan Industri;Batuta Chemical Industrial Park (BCIP);Kawasan Industri
5560;64;04;PT BATUTA KIMIA PERDANA;BAKRIE TOWER LT.17, RASUNA EPICENTRUM, JL.HR.RASUNA SAID, KEC. SETIABUDI, JAKARTA SELATAN 12940;6404;[04] KUTAI TIMUR;Kawasan Industri;Batuta Chemical Industrial Park (BCIP);Kawasan Industri
5561;64;04;PT BUMI ETAM CHEMICAL;PT BCIP, DESA SEKURAU, KECAMATAN BENGALON, KABUPATEN KUTAI TIMUR, PROVINSI KALIMANTAN TIMUR;;;;;Kawasan Industri
5562;64;04;MALOY BATUTA TRANS KALIMANTAN;JL INTERNASIONAL KAWASAN EKONOMI KHUSUS MALOY BATUTA TRANS KALIMANTAN;;;;;Kawasan Industri
5563;64;74;PT. KALTIM INDUSTRIAL ESTATE (#88);WISMA KIE LT.3 JL. AMMONIA KAV.79 KAWASAN INDUSTRI BONTANG;6474;[74] BONTANG;Kawasan Industri;Kaltim Industrial Estate;Kawasan Industri
5564;64;74;PT KALTIM AMONIUM NITRAT;KEL. GUNTUNG, KEC. BONTANG UTARA, KOTA BONTANG;;;;;Kawasan Industri
5565;64;74;KALTIM MULTI BOGA UTAMA, PT;JL IR. JAMES SIMANJUNTAK NO 1 KOMPLEK PT PUPUK KALTIM;6474;[74] BONTANG;Kawasan Industri;Kaltim Industrial Estate;Kawasan Industri
5566;64;74;PT KALTIM JASA SEKURITI;GEDUNG WISMA KIE LT 2, JL PAKU AJI, KELURAHAN GUNTUNG, KEC BONTANG UTARA;6474;[74] BONTANG;Kawasan Industri;Kaltim Industrial Estate;Kawasan Industri
5567;64;74;PT KALTIM DAYA MANDIRI;JL. AMMONIA WISMA KIE KAV. 79;6474;[74] BONTANG;Kawasan Industri;Kaltim Industrial Estate;Kawasan Industri
5568;64;74;PUPUK KALIMANTAN TIMUR, PT;JL. IR. JAMES SIMANJUNTAK NO. 1, BONTANG;;;;;Kawasan Industri
5569;64;74;PT KALTIM METHANOL INDUSTRI (KMI);KAWASAN INDUSTRI KIE BONTANG;;;;;Kawasan Industri
5570;64;74;PT KALTIM NITRAT INDONESIA (KNI);KAWASAN INDUSTRI TURSINA PT. KIE , GUNTUNG - BONTANG - KALTIM;;;;;Kawasan Industri
5571;64;74;PT KALTIM ADIGUNA DERMAGA;WISMA KIE LANTAI 1 , JL. PAKU AJI KAV.79;6474;[74] BONTANG;Kawasan Industri;Kaltim Industrial Estate;Kawasan Industri
5572;64;74;PT KALTIM SATRIA SAMUDERA;AREA PABRIK PT. PUPUK KALTIM;6474;[74] BONTANG;Kawasan Industri;Kaltim Industrial Estate;Kawasan Industri
5573;64;74;PT DAUN BUAH;-;;;;;Kawasan Industri
5574;64;74;PT BORNEO ETAM SAMUDERA;JL PETROSEA KOMP. PUPUK KALTIM, KEL GUNTUNG;6474;[74] BONTANG;Kawasan Industri;Kaltim Industrial Estate;Kawasan Industri
5575;64;74;SAMATOR GAS INDUSTRI;GUNTUNG, BONTANG UTARA, BONTANG CITY, EAST KALIMANTAN 75321, INDONESIA KOTA BONTANG, KALIMANTAN TIMUR, 75321;;;;;Kawasan Industri
5576;65;02;KALIMANTAN INDUSTRIAL PARK INDONESIA, PT;DESA MANGKUPADI, TANAH KUNING;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5577;65;02;PT KAWASAN INDUSTRI KALIMANTAN INDONESIA;TREASURY TOWER LANTAI 56, UNIT F, DISTRICT 8 SCBD, LOT 28, JALAN JENDERAL SOEDIRMAN, KAVLING 52-53, KOTA. ADM. JAKARTA SELATAN, DKI JAKARTA;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5578;65;02;PT. KALTARA POWER INDONESIA;MENARA KADIN 30TH FLOOR, JL. H. R. RASUNA SAID, BLOK X-5 KAV. 2-3, JAKARTA;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5579;65;02;PT. KAYAN PATRIA PROPERTINDO;DESA MANGKUPADI, TANAH KUNING;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5580;65;02;PT. TAIKUN PETRO CHEMICAL;TANAH KUNING, KAWASAN INDUSTRI KIPI, KAB. BULUNGAN, PROVINSI KALIMANTAN UTARA;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5581;65;02;GENERAL BATTERY INDONESIA;JL POROS TANAH KUNING;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5582;65;02;HONQIAO GAS INDONESIA;JL, GAPURA/RIKI;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5583;65;02;NORTH KALIMANTAN BATTERY MATERIAL;KAMPUNG BARU;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5584;65;02;KOTA OASIS INDONESIA;PROYEK KIPI EMCC 11;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5585;65;02;RANGKIANG JAYA ABADI;DLL;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5586;65;02;PRIME STEEL INDONESIA, PT;KAWASAN INDUSTRI DAN PELABUHAN INTERNASIONAL (KIPI);6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5587;65;02;KALIMANTAN ALUMUNIUM INDUSTRI, PT.;KAWASAN INDUSTRI PT. KALIMANTAN INDUSTRIAL PARK INDONESIA, KAB. BULUNGAN, KALIMANTAN UTARA;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5588;65;02;ALUM INA INDONESIA;JL. POROS TANAH KUNING, KELURAHAN TANAH KUNING, KECAMATAN TANJUNG PALAS TIMUR, KABUPATEN BULUNGAN, PROVINSI KALIMANTAN UTARA;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
5589;65;02;NORTH KALIMANTAN INDUSTRIAL;TANAH KUNING KAWASA INDUSTRI KIPI;6502;[02] BULUNGAN;Kawasan Industri;KIPI;Kawasan Industri
